,reviews,Cleaned Reviews,POS tagged,Lemma,Sentiment,Analysis
0, Worst service ever. Lost baggage because of delayed flight and missed connection and no one is helping to get it back. British Airways website is broken so it doesn’t let me fill missing report and doesn’t give me missing file report number and so no way to contact British Airways because they have dumbest ever AI chatbot., Worst service ever Lost baggage because of delayed flight and missed connection and no one is helping to get it back British Airways website is broken so it doesn t let me fill missing report and doesn t give me missing file report number and so no way to contact British Airways because they have dumbest ever AI chatbot ,"[('Worst', 'n'), ('service', 'n'), ('ever', 'r'), ('Lost', 'v'), ('baggage', 'n'), ('delayed', 'a'), ('flight', 'n'), ('missed', 'a'), ('connection', 'n'), ('one', 'n'), ('helping', 'v'), ('get', 'v'), ('back', 'r'), ('British', 'a'), ('Airways', 'n'), ('website', 'n'), ('broken', 'v'), ('let', 'v'), ('fill', 'v'), ('missing', 'v'), ('report', 'n'), ('give', 'v'), ('missing', 'v'), ('file', 'a'), ('report', 'n'), ('number', 'n'), ('way', 'n'), ('contact', 'v'), ('British', 'a'), ('Airways', 'n'), ('dumbest', 'v'), ('ever', 'r'), ('AI', 'n'), ('chatbot', 'n')]",  Worst service ever Lost baggage delayed flight missed connection one help get back British Airways website break let fill miss report give miss file report number way contact British Airways dumbest ever AI chatbot,-0.9001,Negative
1,"  BA 246 21JAN 2023 Did not appreciate the unprofessional attitude of the pilots. Flight scheduled departure 16:20. Advised boarding time 15:20. Whole flight full of passengers waiting at the gate to board at 15:20. 15:40 the cabin crew board. 15:55 the pilots board - each with a Sao Paulo Airport Duty Free branded shopping bag. 16:20 the flight is still boarding. Finally pushes back just before 17:00, 40 minutes late. Captain came on the intercom to announce the delay was due to 'traffic between the crew hotel and the airport'. Sorry Captain the whole plane saw you and your pilot colleagues board fifteen minutes after the cabin crew clutching your duty free that you and your pilot colleagues still made time to stop for.", BA JAN Did not appreciate the unprofessional attitude of the pilots Flight scheduled departure Advised boarding time Whole flight full of passengers waiting at the gate to board at the cabin crew board the pilots board each with a Sao Paulo Airport Duty Free branded shopping bag the flight is still boarding Finally pushes back just before minutes late Captain came on the intercom to announce the delay was due to traffic between the crew hotel and the airport Sorry Captain the whole plane saw you and your pilot colleagues board fifteen minutes after the cabin crew clutching your duty free that you and your pilot colleagues still made time to stop for ,"[('BA', 'n'), ('JAN', 'n'), ('appreciate', 'v'), ('unprofessional', 'a'), ('attitude', 'n'), ('pilots', 'n'), ('Flight', 'n'), ('scheduled', 'v'), ('departure', 'n'), ('Advised', 'v'), ('boarding', 'a'), ('time', 'n'), ('Whole', 'a'), ('flight', 'n'), ('full', 'a'), ('passengers', 'n'), ('waiting', 'v'), ('gate', 'n'), ('board', 'n'), ('cabin', 'n'), ('crew', 'v'), ('board', 'n'), ('pilots', 'n'), ('board', 'n'), ('Sao', 'n'), ('Paulo', 'n'), ('Airport', 'n'), ('Duty', 'n'), ('Free', 'n'), ('branded', 'v'), ('shopping', 'n'), ('bag', 'n'), ('flight', 'n'), ('still', 'r'), ('boarding', 'v'), ('Finally', 'n'), ('pushes', 'v'), ('back', 'r'), ('minutes', 'n'), ('late', 'a'), ('Captain', 'n'), ('came', 'v'), ('intercom', 'n'), ('announce', 'v'), ('delay', 'n'), ('due', 'a'), ('traffic', 'n'), ('crew', 'a'), ('hotel', 'n'), ('airport', 'n'), ('Sorry', 'n'), ('Captain', 'n'), ('whole', 'a'), ('plane', 'n'), ('saw', 'v'), ('pilot', 'n'), ('colleagues', 'n'), ('board', 'n'), ('fifteen', 'n'), ('minutes', 'n'), ('cabin', 'n'), ('crew', 'v'), ('clutching', 'v'), ('duty', 'n'), ('free', 'a'), ('pilot', 'n'), ('colleagues', 'n'), ('still', 'r'), ('made', 'v'), ('time', 'n'), ('stop', 'v')]",  BA JAN appreciate unprofessional attitude pilot Flight schedule departure Advised boarding time Whole flight full passenger wait gate board cabin crew board pilot board Sao Paulo Airport Duty Free brand shopping bag flight still board Finally push back minute late Captain come intercom announce delay due traffic crew hotel airport Sorry Captain whole plane saw pilot colleague board fifteen minute cabin crew clutch duty free pilot colleague still make time stop,0.296,Neutral
2," Not a great experience. I could not check in online as two separate parts of the BA computer system do not talk to each other. At LHR a delightful check in clerk sorted it quickly, manually! We boarded on time, but luggage loading had to be halted as the Captain spotted a technical issue and an engineer was called. By the time it was sorted we had missed our slot so took off an hour behind schedule. The flight was uneventful, but the plane had clearly seen better days, legroom was appalling and the handout of a small bottle of water and a soggy cookie made one wish for the days when flying BA meant something special. Next time it will be Jet2.", Not a great experience I could not check in online as two separate parts of the BA computer system do not talk to each other At LHR a delightful check in clerk sorted it quickly manually We boarded on time but luggage loading had to be halted as the Captain spotted a technical issue and an engineer was called By the time it was sorted we had missed our slot so took off an hour behind schedule The flight was uneventful but the plane had clearly seen better days legroom was appalling and the handout of a small bottle of water and a soggy cookie made one wish for the days when flying BA meant something special Next time it will be Jet ,"[('great', 'a'), ('experience', 'n'), ('could', None), ('check', 'v'), ('online', 'a'), ('two', None), ('separate', 'a'), ('parts', 'n'), ('BA', 'n'), ('computer', 'n'), ('system', 'n'), ('talk', 'v'), ('LHR', 'n'), ('delightful', 'a'), ('check', 'n'), ('clerk', 'n'), ('sorted', 'v'), ('quickly', 'r'), ('manually', 'r'), ('boarded', 'v'), ('time', 'n'), ('luggage', 'n'), ('loading', 'n'), ('halted', 'v'), ('Captain', 'n'), ('spotted', 'v'), ('technical', 'a'), ('issue', 'n'), ('engineer', 'n'), ('called', 'v'), ('time', 'n'), ('sorted', 'v'), ('missed', 'v'), ('slot', 'n'), ('took', 'v'), ('hour', 'n'), ('behind', None), ('schedule', 'n'), ('flight', 'n'), ('uneventful', 'a'), ('plane', 'n'), ('clearly', 'r'), ('seen', 'v'), ('better', 'a'), ('days', 'n'), ('legroom', 'n'), ('appalling', 'v'), ('handout', 'n'), ('small', 'a'), ('bottle', 'n'), ('water', 'n'), ('soggy', 'a'), ('cookie', 'n'), ('made', 'v'), ('one', None), ('wish', 'n'), ('days', 'n'), ('flying', 'v'), ('BA', 'n'), ('meant', 'n'), ('something', 'n'), ('special', 'a'), ('Next', 'a'), ('time', 'n'), ('Jet', 'n')]",  great experience could check online two separate part BA computer system talk LHR delightful check clerk sort quickly manually board time luggage loading halt Captain spot technical issue engineer call time sort miss slot take hour behind schedule flight uneventful plane clearly see good day legroom appal handout small bottle water soggy cookie make one wish day fly BA meant something special Next time Jet,0.9538,Positive
3," I was excited to fly BA as I'd not travelled with them long haul for over 25yrs. I've travelled to Australia on many occasions, so I've pretty much travelled with them all. Terrible was my experience. BA have become the Ryanair of long-haul travel, riding on their previous good name and reputation. We were delayed for 5hrs at the terminal, where we were offered one glass of water and then at the last minute our meal - with no additional drinks offered. The charging points were outdated and 3 out of 5 didn't work (family of five travelling). The in flight entertainment was also outdated and the movies available were poor compared to other airlines. The food was atrocious - we flew BA LHR-HongKong and return and Cathay HK-Australia return and the comparison was vast. We were offered pre meal drinks and snacks, drinks with our meal, a menu for our flights so we knew our choices, the quality of the food was vastly better with Cathay. Our luggage was lost for nearly two hours in Hong Kong and when we arrived into London, one of our bags was so badly damaged it was unusable. The only redeeming part was the crew on our return flight were amazing. Severine was an angel and helped make the journey more pleasant for my kids.", I was excited to fly BA as I d not travelled with them long haul for over yrs I ve travelled to Australia on many occasions so I ve pretty much travelled with them all Terrible was my experience BA have become the Ryanair of long haul travel riding on their previous good name and reputation We were delayed for hrs at the terminal where we were offered one glass of water and then at the last minute our meal with no additional drinks offered The charging points were outdated and out of didn t work family of five travelling The in flight entertainment was also outdated and the movies available were poor compared to other airlines The food was atrocious we flew BA LHR HongKong and return and Cathay HK Australia return and the comparison was vast We were offered pre meal drinks and snacks drinks with our meal a menu for our flights so we knew our choices the quality of the food was vastly better with Cathay Our luggage was lost for nearly two hours in Hong Kong and when we arrived into London one of our bags was so badly damaged it was unusable The only redeeming part was the crew on our return flight were amazing Severine was an angel and helped make the journey more pleasant for my kids ,"[('excited', 'v'), ('fly', 'v'), ('BA', 'n'), ('travelled', 'v'), ('long', 'a'), ('haul', 'n'), ('yrs', 'n'), ('travelled', 'v'), ('Australia', 'n'), ('many', 'a'), ('occasions', 'n'), ('pretty', 'r'), ('much', 'a'), ('travelled', 'v'), ('Terrible', 'n'), ('experience', 'n'), ('BA', 'n'), ('become', 'v'), ('Ryanair', 'n'), ('long', 'r'), ('haul', 'a'), ('travel', 'n'), ('riding', 'v'), ('previous', 'a'), ('good', 'a'), ('name', 'n'), ('reputation', 'n'), ('delayed', 'v'), ('hrs', 'n'), ('terminal', 'n'), ('offered', 'v'), ('one', None), ('glass', 'n'), ('water', 'n'), ('last', 'a'), ('minute', 'a'), ('meal', 'n'), ('additional', 'a'), ('drinks', 'n'), ('offered', 'v'), ('charging', 'v'), ('points', 'n'), ('outdated', 'v'), ('work', 'n'), ('family', 'n'), ('five', None), ('travelling', 'v'), ('flight', 'n'), ('entertainment', 'n'), ('also', 'r'), ('outdated', 'v'), ('movies', 'n'), ('available', 'a'), ('poor', 'a'), ('compared', 'v'), ('airlines', 'n'), ('food', 'n'), ('atrocious', 'a'), ('flew', 'v'), ('BA', 'n'), ('LHR', 'n'), ('HongKong', 'n'), ('return', 'n'), ('Cathay', 'n'), ('HK', 'n'), ('Australia', 'n'), ('return', 'n'), ('comparison', 'n'), ('vast', 'a'), ('offered', 'v'), ('pre', 'a'), ('meal', 'a'), ('drinks', 'n'), ('snacks', 'n'), ('drinks', 'n'), ('meal', 'n'), ('menu', 'n'), ('flights', 'n'), ('knew', 'v'), ('choices', 'n'), ('quality', 'n'), ('food', 'n'), ('vastly', 'r'), ('better', 'r'), ('Cathay', 'n'), ('luggage', 'n'), ('lost', 'v'), ('nearly', 'r'), ('two', None), ('hours', 'n'), ('Hong', 'n'), ('Kong', 'n'), ('arrived', 'v'), ('London', 'n'), ('one', None), ('bags', 'n'), ('badly', 'r'), ('damaged', 'v'), ('unusable', 'a'), ('redeeming', 'v'), ('part', 'n'), ('crew', 'n'), ('return', 'n'), ('flight', 'n'), ('amazing', 'a'), ('Severine', 'n'), ('angel', 'n'), ('helped', 'v'), ('make', 'v'), ('journey', 'n'), ('pleasant', 'n'), ('kids', 'n')]",  excite fly BA travel long haul yr travel Australia many occasion pretty much travel Terrible experience BA become Ryanair long haul travel rid previous good name reputation delay hr terminal offer one glass water last minute meal additional drink offer charge point outdated work family five travel flight entertainment also outdated movie available poor compare airline food atrocious fly BA LHR HongKong return Cathay HK Australia return comparison vast offer pre meal drink snack drink meal menu flight know choice quality food vastly well Cathay luggage lose nearly two hour Hong Kong arrive London one bag badly damage unusable redeem part crew return flight amazing Severine angel help make journey pleasant kid,0.7506,Positive
4,"  I just want to warn everyone of the worst customer service experience ever! It really looks like British Airways customer service over the phone are trained to not help you in anyway and to create more problems rather than solving them. Last week we called British Airways to make a reservation for the family. At the time we explained to the customer service representative that we wanted to make a booking and then pay with a transfer of miles from American Express. The representative told us that he could not make the reservation until the miles were in the account, and asked us to contact American Express and make the transfer so that the booking could be made. The conversation was recorded by British Airways and could be checked. We immediately called AMEX (within 30 minutes) and solicited the transfer of 500K miles. AMEX clearly stated to us whether we were sure as the transfer was not reversible. We said that it was fine since we had checked previously with British Airways. We then called British Airways immediately to make our reservation to Miami. They confirmed that the miles arrived to our account, but to our surprise they told us that there was no space (not even one seat to Miami) and that we could not use the miles. We explained the situation and how we were led to believe that we could have a flight with miles if we transferred the miles, but all this went on deaf ears. We called the German office, which was absolutely unhelpful, so we also called UK customer service which was just as unhelpful. No manager was able to open a flight for us with miles and they just kept repeating that this was not possible (even though we if we paid for the flight and got the seats and also seats were available if we would have had gold status). In the end British Airways took absolutely no responsibility for causing the problem, did not give us a solution, kept our miles and we have to pay for a trip to Miami. With this service to their customers this is a company that should not be in business. Every time we call they made us wait for over 45 minutes then they answer and put us on hold, I have 2 days of waiting and talking with British Airways for over 2 hours each day, we were on the line for over 45 minutes each time. We were told by the lady agent to hang up the phone as I was too long on the phone and she had other customers? And we are not customers? They never help us.", I just want to warn everyone of the worst customer service experience ever It really looks like British Airways customer service over the phone are trained to not help you in anyway and to create more problems rather than solving them Last week we called British Airways to make a reservation for the family At the time we explained to the customer service representative that we wanted to make a booking and then pay with a transfer of miles from American Express The representative told us that he could not make the reservation until the miles were in the account and asked us to contact American Express and make the transfer so that the booking could be made The conversation was recorded by British Airways and could be checked We immediately called AMEX within minutes and solicited the transfer of K miles AMEX clearly stated to us whether we were sure as the transfer was not reversible We said that it was fine since we had checked previously with British Airways We then called British Airways immediately to make our reservation to Miami They confirmed that the miles arrived to our account but to our surprise they told us that there was no space not even one seat to Miami and that we could not use the miles We explained the situation and how we were led to believe that we could have a flight with miles if we transferred the miles but all this went on deaf ears We called the German office which was absolutely unhelpful so we also called UK customer service which was just as unhelpful No manager was able to open a flight for us with miles and they just kept repeating that this was not possible even though we if we paid for the flight and got the seats and also seats were available if we would have had gold status In the end British Airways took absolutely no responsibility for causing the problem did not give us a solution kept our miles and we have to pay for a trip to Miami With this service to their customers this is a company that should not be in business Every time we call they made us wait for over minutes then they answer and put us on hold I have days of waiting and talking with British Airways for over hours each day we were on the line for over minutes each time We were told by the lady agent to hang up the phone as I was too long on the phone and she had other customers And we are not customers They never help us ,"[('want', 'v'), ('warn', 'v'), ('everyone', 'n'), ('worst', 'a'), ('customer', 'n'), ('service', 'n'), ('experience', 'n'), ('ever', 'r'), ('really', 'r'), ('looks', 'v'), ('like', None), ('British', 'n'), ('Airways', 'n'), ('customer', 'n'), ('service', 'n'), ('phone', 'n'), ('trained', 'v'), ('help', 'v'), ('anyway', 'r'), ('create', 'v'), ('problems', 'n'), ('rather', 'r'), ('solving', 'v'), ('Last', 'a'), ('week', 'n'), ('called', 'v'), ('British', 'a'), ('Airways', 'n'), ('make', 'v'), ('reservation', 'n'), ('family', 'n'), ('time', 'n'), ('explained', 'v'), ('customer', 'n'), ('service', 'n'), ('representative', 'n'), ('wanted', 'v'), ('make', 'v'), ('booking', 'n'), ('pay', 'v'), ('transfer', 'n'), ('miles', 'n'), ('American', 'n'), ('Express', 'n'), ('representative', 'n'), ('told', 'v'), ('us', None), ('could', None), ('make', 'v'), ('reservation', 'n'), ('miles', 'n'), ('account', 'n'), ('asked', 'v'), ('us', None), ('contact', 'v'), ('American', 'n'), ('Express', 'n'), ('make', 'v'), ('transfer', 'n'), ('booking', 'n'), ('could', None), ('made', 'v'), ('conversation', 'n'), ('recorded', 'v'), ('British', 'n'), ('Airways', 'n'), ('could', None), ('checked', 'v'), ('immediately', 'r'), ('called', 'v'), ('AMEX', 'n'), ('within', None), ('minutes', 'n'), ('solicited', 'v'), ('transfer', 'n'), ('K', 'n'), ('miles', 'n'), ('AMEX', 'n'), ('clearly', 'r'), ('stated', 'v'), ('us', None), ('whether', None), ('sure', 'a'), ('transfer', 'n'), ('reversible', 'a'), ('said', 'v'), ('fine', 'a'), ('since', None), ('checked', 'v'), ('previously', 'r'), ('British', 'a'), ('Airways', 'n'), ('called', 'v'), ('British', 'n'), ('Airways', 'n'), ('immediately', 'r'), ('make', 'v'), ('reservation', 'n'), ('Miami', 'n'), ('confirmed', 'v'), ('miles', 'n'), ('arrived', 'v'), ('account', 'n'), ('surprise', 'n'), ('told', 'v'), ('us', None), ('space', 'n'), ('even', 'r'), ('one', None), ('seat', 'n'), ('Miami', 'n'), ('could', None), ('use', 'v'), ('miles', 'n'), ('explained', 'v'), ('situation', 'n'), ('led', 'v'), ('believe', 'v'), ('could', None), ('flight', 'n'), ('miles', 'n'), ('transferred', 'v'), ('miles', 'n'), ('went', 'v'), ('deaf', 'n'), ('ears', 'n'), ('called', 'v'), ('German', 'n'), ('office', 'n'), ('absolutely', 'r'), ('unhelpful', 'a'), ('also', 'r'), ('called', 'v'), ('UK', 'n'), ('customer', 'n'), ('service', 'n'), ('unhelpful', 'a'), ('manager', 'n'), ('able', 'a'), ('open', 'v'), ('flight', 'n'), ('us', None), ('miles', 'n'), ('kept', 'v'), ('repeating', 'v'), ('possible', 'a'), ('even', 'r'), ('though', None), ('paid', 'v'), ('flight', 'n'), ('got', 'v'), ('seats', 'n'), ('also', 'r'), ('seats', 'n'), ('available', 'a'), ('would', None), ('gold', 'v'), ('status', 'n'), ('end', 'n'), ('British', 'n'), ('Airways', 'n'), ('took', 'v'), ('absolutely', 'r'), ('responsibility', 'n'), ('causing', 'v'), ('problem', 'n'), ('give', 'v'), ('us', None), ('solution', 'n'), ('kept', 'v'), ('miles', 'n'), ('pay', 'v'), ('trip', 'n'), ('Miami', 'n'), ('service', 'n'), ('customers', 'n'), ('company', 'n'), ('business', 'n'), ('Every', 'n'), ('time', 'n'), ('call', 'v'), ('made', 'v'), ('us', None), ('wait', 'v'), ('minutes', 'n'), ('answer', 'v'), ('put', 'v'), ('us', None), ('hold', 'n'), ('days', 'n'), ('waiting', 'v'), ('talking', 'v'), ('British', 'n'), ('Airways', 'n'), ('hours', 'n'), ('day', 'n'), ('line', 'n'), ('minutes', 'n'), ('time', 'n'), ('told', 'v'), ('lady', 'n'), ('agent', 'n'), ('hang', 'v'), ('phone', 'n'), ('long', 'r'), ('phone', 'n'), ('customers', 'n'), ('customers', 'n'), ('never', 'r'), ('help', 'v'), ('us', None)]",  want warn everyone bad customer service experience ever really look like British Airways customer service phone train help anyway create problem rather solve Last week call British Airways make reservation family time explain customer service representative want make booking pay transfer mile American Express representative tell us could make reservation mile account ask us contact American Express make transfer booking could make conversation record British Airways could check immediately call AMEX within minute solicit transfer K mile AMEX clearly state us whether sure transfer reversible say fine since check previously British Airways call British Airways immediately make reservation Miami confirm mile arrive account surprise tell us space even one seat Miami could use mile explain situation lead believe could flight mile transfer mile go deaf ear call German office absolutely unhelpful also call UK customer service unhelpful manager able open flight us mile keep repeat possible even though pay flight get seat also seat available would gold status end British Airways take absolutely responsibility cause problem give us solution keep mile pay trip Miami service customer company business Every time call make us wait minute answer put us hold day wait talk British Airways hour day line minute time tell lady agent hang phone long phone customer customer never help us,0.6318,Positive
5," Paid for business class travelling Cairo to London Heathrow but all I got was an economy seat. Only difference from economy is middle seat was vacant. Couldn't recline, no entertainment for the 5hr+ flight, uncomfortable seat and disgusting food. Put in a formal complaint 3 days ago and had no reply. BA's account on X is hacked. Got approached by scammers after posting there and even after flagging this to BA nothing done about it. Just disgusting. Avoid. ", Paid for business class travelling Cairo to London Heathrow but all I got was an economy seat Only difference from economy is middle seat was vacant Couldn t recline no entertainment for the hr flight uncomfortable seat and disgusting food Put in a formal complaint days ago and had no reply BA s account on X is hacked Got approached by scammers after posting there and even after flagging this to BA nothing done about it Just disgusting Avoid ,"[('Paid', 'v'), ('business', 'n'), ('class', 'n'), ('travelling', 'v'), ('Cairo', 'n'), ('London', 'n'), ('Heathrow', 'n'), ('got', 'v'), ('economy', 'n'), ('seat', 'n'), ('difference', 'n'), ('economy', 'n'), ('middle', 'a'), ('seat', 'n'), ('vacant', 'a'), ('recline', 'n'), ('entertainment', 'n'), ('hr', 'n'), ('flight', 'n'), ('uncomfortable', 'a'), ('seat', 'n'), ('disgusting', 'v'), ('food', 'n'), ('Put', 'n'), ('formal', 'a'), ('complaint', 'n'), ('days', 'n'), ('ago', 'r'), ('reply', 'n'), ('BA', 'n'), ('account', 'n'), ('X', 'n'), ('hacked', 'v'), ('Got', 'n'), ('approached', 'v'), ('scammers', 'n'), ('posting', 'v'), ('even', 'r'), ('flagging', 'v'), ('BA', 'v'), ('nothing', 'n'), ('done', 'v'), ('disgusting', 'v'), ('Avoid', 'n')]",  Paid business class travel Cairo London Heathrow get economy seat difference economy middle seat vacant recline entertainment hr flight uncomfortable seat disgust food Put formal complaint day ago reply BA account X hack Got approach scammer post even flag BA nothing do disgust Avoid,-0.2182,Negative
6,  The plane was extremely dirty with chocolate smudged all over mine and my children's seats. I had to wipe down all the seats. After we landed I immediately realized I left my camera with it's bag in the airplane overhead cabin. They would not let me back on the plane for security reasons so I went to The British Airways team on ground & they refused to contact cabin crew only until we threw up a massive fuss then the manager reluctantly agreed which by that point cabin crew had disembarked. Now it's been over 3 weeks with no sign of my camera so it is assumed stolen. I have complained to British Airways and all I get is an automated/generic response to keep checking with Lost Property. Zero customer service for their regular customers and this all could have been mitigated if they had been willing to help at the very beginning - very disappointed., The plane was extremely dirty with chocolate smudged all over mine and my children s seats I had to wipe down all the seats After we landed I immediately realized I left my camera with it s bag in the airplane overhead cabin They would not let me back on the plane for security reasons so I went to The British Airways team on ground they refused to contact cabin crew only until we threw up a massive fuss then the manager reluctantly agreed which by that point cabin crew had disembarked Now it s been over weeks with no sign of my camera so it is assumed stolen I have complained to British Airways and all I get is an automated generic response to keep checking with Lost Property Zero customer service for their regular customers and this all could have been mitigated if they had been willing to help at the very beginning very disappointed ,"[('plane', 'n'), ('extremely', 'r'), ('dirty', 'a'), ('chocolate', 'n'), ('smudged', 'v'), ('mine', 'n'), ('children', 'n'), ('seats', 'n'), ('wipe', 'v'), ('seats', 'n'), ('landed', 'v'), ('immediately', 'r'), ('realized', 'v'), ('left', 'v'), ('camera', 'n'), ('bag', 'n'), ('airplane', 'n'), ('overhead', 'v'), ('cabin', 'n'), ('would', None), ('let', 'v'), ('back', 'v'), ('plane', 'n'), ('security', 'n'), ('reasons', 'n'), ('went', 'v'), ('British', 'a'), ('Airways', 'n'), ('team', 'n'), ('ground', 'n'), ('refused', 'v'), ('contact', 'v'), ('cabin', 'n'), ('crew', 'n'), ('threw', 'v'), ('massive', 'a'), ('fuss', 'n'), ('manager', 'n'), ('reluctantly', 'r'), ('agreed', 'v'), ('point', 'n'), ('cabin', 'n'), ('crew', 'n'), ('disembarked', 'v'), ('weeks', 'n'), ('sign', 'n'), ('camera', 'n'), ('assumed', 'v'), ('stolen', 'v'), ('complained', 'v'), ('British', 'v'), ('Airways', 'n'), ('get', 'v'), ('automated', 'a'), ('generic', 'a'), ('response', 'n'), ('keep', 'v'), ('checking', 'v'), ('Lost', 'n'), ('Property', 'n'), ('Zero', 'n'), ('customer', 'n'), ('service', 'n'), ('regular', 'a'), ('customers', 'n'), ('could', None), ('mitigated', 'v'), ('willing', 'a'), ('help', 'v'), ('beginning', 'a'), ('disappointed', 'a')]",  plane extremely dirty chocolate smudge mine child seat wipe seat land immediately realize leave camera bag airplane overhead cabin would let back plane security reason go British Airways team ground refuse contact cabin crew throw massive fuss manager reluctantly agree point cabin crew disembark week sign camera assume steal complain British Airways get automated generic response keep check Lost Property Zero customer service regular customer could mitigate willing help beginning disappointed,-0.8588,Negative
7," Overall journey wasn’t bad however at the end, the baggage arrival nearly took 1.5 hours (more than actual flight time). Baggage of other flights arriving after had been delivered whereas the baggage staff on airport had no clue and information as to why baggage of this flight hasn’t arrived. They raised their hands saying they can’t do anything further. Poor communication and no customer facing skills.", Overall journey wasn t bad however at the end the baggage arrival nearly took hours more than actual flight time Baggage of other flights arriving after had been delivered whereas the baggage staff on airport had no clue and information as to why baggage of this flight hasn t arrived They raised their hands saying they can t do anything further Poor communication and no customer facing skills ,"[('Overall', 'a'), ('journey', 'n'), ('bad', 'a'), ('however', 'r'), ('end', 'n'), ('baggage', 'n'), ('arrival', 'n'), ('nearly', 'r'), ('took', 'v'), ('hours', 'n'), ('actual', 'a'), ('flight', 'n'), ('time', 'n'), ('Baggage', 'n'), ('flights', 'n'), ('arriving', 'v'), ('delivered', 'v'), ('whereas', None), ('baggage', 'n'), ('staff', 'n'), ('airport', 'n'), ('clue', 'n'), ('information', 'n'), ('baggage', 'n'), ('flight', 'n'), ('arrived', 'v'), ('raised', 'v'), ('hands', 'n'), ('saying', 'v'), ('anything', 'n'), ('Poor', 'n'), ('communication', 'n'), ('customer', 'n'), ('facing', 'n'), ('skills', 'n')]",  Overall journey bad however end baggage arrival nearly take hour actual flight time Baggage flight arrive deliver whereas baggage staff airport clue information baggage flight arrive raise hand say anything Poor communication customer facing skill,-0.5267,Negative
8,"  Overall very satisfied. Ground staff member at YVR was extremely helpful & courteous. A350 was only a few months old, so seats were in good order & comfortable by the standards of a modern day Y class seat, although the very small washroom was already starting to look a bit shabby. Cabin crew very friendly & professional, & meal service carried out at reasonable time in the flight. Choice of 2 options for the main meal which was the same for both legs of my journey 1 month apart. Flight departed on time but unfortunately upon landing at LHR we were unable to deplane for quite some time due to a staffing issue at LHR which so not the fault of the airline, and we were given frequent updates on the situation from the flight manager & the flight deck.", Overall very satisfied Ground staff member at YVR was extremely helpful courteous A was only a few months old so seats were in good order comfortable by the standards of a modern day Y class seat although the very small washroom was already starting to look a bit shabby Cabin crew very friendly professional meal service carried out at reasonable time in the flight Choice of options for the main meal which was the same for both legs of my journey month apart Flight departed on time but unfortunately upon landing at LHR we were unable to deplane for quite some time due to a staffing issue at LHR which so not the fault of the airline and we were given frequent updates on the situation from the flight manager the flight deck ,"[('Overall', 'a'), ('satisfied', 'a'), ('Ground', 'n'), ('staff', 'n'), ('member', 'n'), ('YVR', 'n'), ('extremely', 'r'), ('helpful', 'a'), ('courteous', 'a'), ('months', 'n'), ('old', 'a'), ('seats', 'n'), ('good', 'a'), ('order', 'n'), ('comfortable', 'a'), ('standards', 'n'), ('modern', 'a'), ('day', 'n'), ('class', 'n'), ('seat', 'n'), ('although', None), ('small', 'a'), ('washroom', 'n'), ('already', 'r'), ('starting', 'v'), ('look', 'v'), ('bit', 'n'), ('shabby', 'a'), ('Cabin', 'n'), ('crew', 'v'), ('friendly', 'a'), ('professional', 'a'), ('meal', 'n'), ('service', 'n'), ('carried', 'v'), ('reasonable', 'a'), ('time', 'n'), ('flight', 'n'), ('Choice', 'n'), ('options', 'n'), ('main', 'a'), ('meal', 'n'), ('legs', 'n'), ('journey', 'a'), ('month', 'n'), ('apart', 'r'), ('Flight', 'n'), ('departed', 'v'), ('time', 'n'), ('unfortunately', 'r'), ('upon', None), ('landing', 'v'), ('LHR', 'n'), ('unable', 'a'), ('deplane', 'v'), ('quite', 'r'), ('time', 'n'), ('due', 'a'), ('staffing', 'a'), ('issue', 'n'), ('LHR', 'n'), ('fault', 'n'), ('airline', 'n'), ('given', 'v'), ('frequent', 'a'), ('updates', 'n'), ('situation', 'n'), ('flight', 'n'), ('manager', 'n'), ('flight', 'n'), ('deck', 'n')]",  Overall satisfied Ground staff member YVR extremely helpful courteous month old seat good order comfortable standard modern day class seat although small washroom already start look bit shabby Cabin crew friendly professional meal service carry reasonable time flight Choice option main meal leg journey month apart Flight depart time unfortunately upon land LHR unable deplane quite time due staffing issue LHR fault airline give frequent update situation flight manager flight deck,0.9296,Positive
